Job_Title,Industry,Job_Status,AI_Impact_Level,Median_Salary_USD,Required_Education,Experience_Required_Years,Job_Openings_2024,Projected_Openings_2030,Remote_Work_Ratio_,Automation_Risk_,Location,Gender_Diversity_
Marine scientist,Retail,Increasing,Moderate,66345.7,PhD,14,5949,6942,72.52,37.68,UK,51
Newspaper journalist,Entertainment,Decreasing,Low,52572.36,Bachelors Degree,0,8179,1972,47.34,35.91,Australia,70.81
Dietitian,Finance,Decreasing,Moderate,60333.83,High School,6,9691,1181,65.54,77.96,India,39.42
Chartered certified accountant,Transportation,Decreasing,Moderate,71473.87,Bachelors Degree,7,8321,1383,74.49,62.53,Brazil,20.86
"Psychologist, educational",Finance,Decreasing,Moderate,89931.55,Bachelors Degree,14,9127,6334,90.53,59.82,Brazil,62.08
Television camera operator,Manufacturing,Increasing,High,78265.99,PhD,5,1327,7425,100,62.6,India,55.59
Museum education officer,Retail,Decreasing,Low,47900.6,High School,11,2904,1899,46.02,67.92,Canada,25.09
"Merchandiser, retail",Education,Decreasing,High,28000,High School,6,7238,7313,35.99,82.8,India,44.82
Youth worker,Transportation,Increasing,Low,59207.08,High School,9,1430,4769,39.04,70.23,China,44.86
"Engineer, materials",Transportation,Decreasing,Moderate,95111.56,Bachelors Degree,20,9957,7435,56.87,76.9,China,64.74
Hydrographic surveyor,IT,Decreasing,Low,79972.54,Associate Degree,13,4259,208,65.7,37.32,India,30.69
Air cabin crew,Transportation,Decreasing,Low,97441.71,PhD,12,8121,7585,55.73,40.66,China,41.02
Osteopath,Education,Increasing,High,64889.72,Masters Degree,15,6210,7234,41.44,79.48,Brazil,65.36
Advertising account executive,Transportation,Decreasing,High,63594.13,Masters Degree,0,9152,7321,48.39,49.24,China,31.65
"Pharmacist, hospital",Retail,Decreasing,Low,28564.36,Associate Degree,1,3635,1911,42.61,54.68,Australia,64.46
Contracting civil engineer,Education,Decreasing,Moderate,48488.36,Masters Degree,1,7442,578,66.18,58.91,Germany,68.12
Editorial assistant,IT,Increasing,High,103667.73,Associate Degree,20,1542,7193,78.28,73.99,China,48.8
Phytotherapist,Healthcare,Decreasing,High,58125.75,High School,10,6009,5832,46.33,69.86,Germany,49.45
Building control surveyor,IT,Decreasing,Low,72648,Masters Degree,3,3218,5189,80.38,44.14,USA,53.79
Consulting civil engineer,Entertainment,Decreasing,Low,77411.2,Bachelors Degree,5,1508,1044,33.04,51.23,Brazil,52.6
Housing manager/officer,Manufacturing,Decreasing,Moderate,109053.4,PhD,18,5843,2012,50.99,54.19,China,54.35
Production manager,Manufacturing,Decreasing,High,113695.09,PhD,18,5455,5586,84.53,40.45,Germany,63.46
"Designer, textile",Transportation,Increasing,Moderate,99679.16,Masters Degree,17,238,8163,38.18,46.44,UK,33.47
Medical sales representative,Retail,Decreasing,Moderate,56415.62,Bachelors Degree,5,6191,7348,50.49,44.15,Canada,65.49
IT trainer,IT,Increasing,Low,68101.21,High School,8,3994,6851,65.81,59.22,USA,34.8
Arts administrator,IT,Increasing,Low,100252.51,Masters Degree,9,5110,6440,95.31,24.08,USA,28.9
"Surveyor, mining",Entertainment,Decreasing,Low,90522.4,Bachelors Degree,20,9617,2079,46.09,55.1,Australia,24.54
Architectural technologist,Retail,Increasing,Moderate,58321.4,Bachelors Degree,6,4532,8658,58.51,60.87,Germany,75.52
Retail banker,Entertainment,Increasing,High,72398.5,PhD,3,6424,9121,78.53,62.01,India,61.87
"Investment banker, operational",Healthcare,Increasing,Low,100004.58,PhD,13,3254,8419,60.71,12.18,Canada,70.69
Radio producer,Finance,Increasing,Low,93368.27,Masters Degree,9,3899,6182,78.76,55.88,Australia,29.68
"Accountant, chartered",IT,Decreasing,High,108367.8,Masters Degree,15,5089,3210,100,46.05,Australia,50.97
"Engineer, agricultural",Education,Decreasing,Low,55734.95,Associate Degree,13,5751,8051,47.59,62.58,Brazil,42.3
Insurance claims handler,Finance,Increasing,High,53961.27,Associate Degree,0,2257,3233,91.69,63.42,USA,45.24
Garment/textile technologist,Manufacturing,Decreasing,High,43252.63,Associate Degree,9,9467,3336,45.23,89.03,USA,30.56
Control and instrumentation engineer,Education,Increasing,Moderate,51065.5,Bachelors Degree,8,625,9529,65.8,50.79,China,43
Bookseller,Entertainment,Decreasing,High,98003.43,Masters Degree,18,8392,7004,69.7,76.17,Canada,24.24
Site engineer,Retail,Increasing,Moderate,34263.3,Bachelors Degree,0,3734,6537,80.76,69.65,Germany,68.86
Secretary/administrator,Entertainment,Decreasing,Moderate,35992.03,High School,6,4232,6034,44.51,100,Brazil,41.35
Operational investment banker,Retail,Decreasing,High,58411.99,High School,20,6779,640,66.17,88.08,China,34.43
Child psychotherapist,IT,Increasing,Low,75572.69,Associate Degree,8,933,2637,93.62,32.78,USA,43.6
"Scientist, research (maths)",Transportation,Decreasing,High,74858.34,Bachelors Degree,14,6523,6002,53.15,71.19,Brazil,72.3
"Embryologist, clinical",Manufacturing,Increasing,Low,108059.75,PhD,16,172,9775,47.19,35.19,China,24.01
Scientific laboratory technician,Education,Decreasing,Moderate,78255.97,Masters Degree,18,9623,304,34.95,56.79,China,36.84
"Accountant, chartered certified",Finance,Decreasing,High,79987.02,Associate Degree,19,8028,9841,79.63,82.65,Germany,22.34
Leisure centre manager,Retail,Increasing,High,65748.38,High School,19,4212,6881,42.08,82,China,28.3
Clinical research associate,IT,Increasing,Low,91135.36,PhD,7,5191,8641,93.32,32.23,Brazil,21.49
Tour manager,Finance,Increasing,High,87231.47,PhD,1,3887,9853,81.59,52.02,Brazil,31.88
Fitness centre manager,Entertainment,Increasing,High,66204.21,PhD,7,3006,6720,72.1,74.87,China,25.49
"Administrator, sports",Finance,Decreasing,Moderate,104046,Bachelors Degree,19,9740,790,82.3,77.52,USA,28.49
"Education officer, museum",Entertainment,Increasing,Low,102198.88,PhD,15,275,2972,64.1,21.31,India,52.95
"Journalist, newspaper",Entertainment,Decreasing,High,71253.85,PhD,5,9699,7424,39.05,64.27,India,31.75
Electronics engineer,Entertainment,Increasing,Moderate,62619.35,Masters Degree,4,597,6796,58.76,55.79,Canada,22.28
Armed forces technical officer,Transportation,Decreasing,Moderate,51653.68,High School,17,9601,8580,63.61,82.1,Canada,23.33
Horticultural consultant,Manufacturing,Decreasing,High,49412.75,High School,11,3968,2737,46.13,82.92,China,74.18
Television production assistant,Finance,Decreasing,High,48648.42,Associate Degree,0,5224,7277,57.51,84.16,Germany,45.01
Land/geomatics surveyor,Entertainment,Increasing,Moderate,42053.18,High School,4,5436,8875,44.06,60.88,China,72.8
"Programmer, multimedia",Manufacturing,Increasing,High,67985.57,Masters Degree,8,4458,6618,73.61,52.76,USA,70.59
"Runner, broadcasting/film/video",Transportation,Decreasing,Moderate,50976.65,High School,14,8340,1571,28.71,86.97,India,21.56
Contracting civil engineer,Education,Decreasing,High,44362.4,Masters Degree,4,7845,8733,18.28,65.01,Brazil,50.81
Forest/woodland manager,Manufacturing,Decreasing,High,56571.95,Masters Degree,3,3108,444,57.95,80.15,Brazil,40.08
Advertising art director,Retail,Increasing,Moderate,54896.54,High School,20,2194,5150,28.96,82.91,Germany,47.34
Quarry manager,Healthcare,Decreasing,Low,115831.29,PhD,14,8522,2453,36.09,32.82,China,26.4
"Therapist, sports",Manufacturing,Decreasing,Low,80011.92,Masters Degree,11,7356,3798,57.41,41.59,UK,39.86
Advertising account planner,Entertainment,Decreasing,High,82215.05,Bachelors Degree,13,1786,2002,78.97,55.82,USA,34.34
Office manager,Healthcare,Increasing,Low,91326.16,Masters Degree,8,567,4923,50.15,31.04,Canada,70.81
"Librarian, academic",Finance,Decreasing,Moderate,85323.08,Bachelors Degree,12,3602,146,61.4,65.42,China,38.21
Contracting civil engineer,Transportation,Increasing,Low,44836.61,Associate Degree,2,390,3008,17.36,62.88,China,47.87
Production engineer,Entertainment,Increasing,Low,84552.02,PhD,11,5750,9214,64.81,37.94,Canada,78.34
Civil Service administrator,Transportation,Increasing,Moderate,55150.51,Bachelors Degree,2,3204,9832,59.17,60.83,Australia,29.85
Freight forwarder,Finance,Decreasing,High,58918.57,Associate Degree,16,4811,5426,80.65,66.21,India,34.88
Air cabin crew,Healthcare,Decreasing,Low,91955.54,Bachelors Degree,13,7870,4480,70.17,16.72,USA,56.8
Television production assistant,Manufacturing,Increasing,High,63522.89,Bachelors Degree,6,2281,9325,68.36,59.22,Australia,70.23
Environmental education officer,Healthcare,Increasing,Moderate,74701.26,High School,20,587,6042,32.86,62.13,UK,48.82
Accounting technician,Transportation,Increasing,Moderate,77498.34,Associate Degree,15,6460,9144,69.52,65.3,USA,79.11
Exhibition designer,Entertainment,Decreasing,Moderate,75496.21,Associate Degree,16,8586,6274,54.2,63.48,Canada,70.52
Diagnostic radiographer,Finance,Decreasing,High,78594.1,Bachelors Degree,12,6170,5238,80.21,85.47,China,77.75
"Programmer, systems",Entertainment,Decreasing,Moderate,66884.98,PhD,5,5289,650,43.81,39.32,UK,24.36
"Designer, multimedia",Retail,Increasing,Low,48343.55,Bachelors Degree,8,5216,7659,42.27,59.07,China,56.8
"Engineer, maintenance",Manufacturing,Increasing,High,38420.73,High School,5,1428,4152,33.28,95.22,Germany,77.63
Electrical engineer,Retail,Increasing,Low,54744.15,High School,19,3302,9836,70.49,72.87,China,30.93
"Sound technician, broadcasting/film/video",IT,Increasing,Moderate,132862.84,PhD,18,4110,7059,85.34,29.38,Australia,49.8
Pharmacologist,Entertainment,Decreasing,Low,73104.09,Masters Degree,10,5156,4338,59.74,24.7,Australia,20.39
"Journalist, broadcasting",IT,Increasing,Low,75294.81,Associate Degree,8,2908,9865,50.9,49.57,China,44.2
Early years teacher,IT,Decreasing,Low,85341.01,PhD,6,3469,2222,73.71,38.11,Canada,47.05
Medical laboratory scientific officer,Transportation,Decreasing,High,49486.49,Associate Degree,7,7538,5130,41.66,91.37,Australia,35.25
"Designer, industrial/product",Transportation,Increasing,Moderate,80311.51,Bachelors Degree,13,2719,8299,85.43,55.94,Brazil,78.77
Computer games developer,Transportation,Decreasing,Low,118603.12,PhD,20,9094,4584,57.39,37.61,Canada,46.83
Jewellery designer,IT,Increasing,Low,72159.05,Bachelors Degree,5,2829,8587,80.97,48.82,USA,70.49
Biomedical engineer,Transportation,Decreasing,High,83483,Bachelors Degree,15,5479,1992,35.22,62.62,UK,33.51
Accounting technician,Manufacturing,Decreasing,Moderate,109723.34,PhD,19,6431,4801,52.31,46.63,India,51.68
Health and safety adviser,Education,Increasing,Moderate,49821.29,High School,16,751,8794,40.38,87.46,Brazil,27.24
Local government officer,Finance,Decreasing,High,83415.55,PhD,0,9259,7906,100,65.5,Australia,35.74
"Restaurant manager, fast food",Transportation,Decreasing,Moderate,93880.35,Masters Degree,14,9719,7481,23.82,61.08,Germany,77.7
Tour manager,Healthcare,Increasing,Low,62168.29,Bachelors Degree,2,4853,8729,29.83,56.82,Canada,66.65
English as a foreign language teacher,Entertainment,Decreasing,High,41490.74,Associate Degree,6,9424,4848,55.68,83.44,UK,62.43
Chiropractor,Retail,Decreasing,High,43061.14,Associate Degree,12,7780,2460,64.19,89.45,China,58.47
"Education officer, community",Entertainment,Decreasing,Low,70987.76,Associate Degree,16,4016,5508,38.27,77.67,India,62.36
Fitness centre manager,Transportation,Decreasing,Moderate,76896.52,Masters Degree,11,8203,1312,76.09,47.09,Germany,54.97
Cartographer,Manufacturing,Increasing,Low,104898.7,PhD,12,1142,9678,59.68,59.89,Australia,78.46
Colour technologist,Entertainment,Decreasing,High,52378.48,Bachelors Degree,9,9366,8497,38.66,88.18,Canada,78.15
"Engineer, mining",Finance,Increasing,Moderate,93994.37,Bachelors Degree,10,3058,8203,66.46,57.44,UK,43.38
Brewing technologist,Healthcare,Increasing,Low,45570.63,High School,7,785,2686,53.56,69.33,Australia,35.95
Historic buildings inspector/conservation officer,Finance,Decreasing,High,62550.2,Bachelors Degree,3,3577,1427,93.67,70.82,Canada,58.29
Network engineer,Healthcare,Decreasing,Low,99430.07,Masters Degree,17,2202,2955,21.61,45.41,Canada,50.42
IT sales professional,Transportation,Increasing,High,53642.37,Associate Degree,8,483,7213,43.41,78.79,USA,52.08
Conference centre manager,Manufacturing,Increasing,Low,60896.15,PhD,0,6350,9459,37.54,37.15,India,73.89
Dramatherapist,Healthcare,Decreasing,Moderate,123760.22,Masters Degree,20,5770,1080,58.44,51.98,Canada,43.07
Community arts worker,Finance,Decreasing,High,71853.11,Masters Degree,10,1525,1446,86.26,71.76,Germany,36.64
Accounting technician,Finance,Decreasing,Moderate,50437.54,High School,10,8033,745,74.06,71.41,Canada,20.33
Osteopath,Finance,Decreasing,Moderate,84458.16,PhD,3,3685,4372,100,36.33,Brazil,61.06
Tax inspector,Healthcare,Decreasing,Moderate,77515.5,Associate Degree,14,5673,6266,74.96,56.04,China,68.34
Psychiatrist,IT,Decreasing,Moderate,74660.29,Masters Degree,3,9023,6284,94.28,44.8,UK,67.68
Recruitment consultant,Retail,Increasing,Moderate,96682.78,PhD,15,2940,6738,47.14,47.75,Germany,71.89
Surgeon,Finance,Increasing,High,80066.18,Masters Degree,6,1936,6539,75.61,56.63,China,41.32
"Geologist, engineering",Finance,Decreasing,High,102547.11,Bachelors Degree,17,9218,729,100,60.53,Canada,22.88
Public affairs consultant,Entertainment,Increasing,High,47064.22,Associate Degree,3,225,6192,32.85,76.56,Brazil,75.29
"Psychotherapist, dance movement",Healthcare,Decreasing,Low,60366.91,High School,13,9191,9216,53.56,42.83,UK,73.79
Rural practice surveyor,Transportation,Decreasing,Moderate,69064.79,PhD,1,5724,297,91.2,38.43,Brazil,50.65
Hydrographic surveyor,Entertainment,Decreasing,Low,32377.13,Associate Degree,1,9771,1089,27.45,68.68,Germany,30.9
Chartered loss adjuster,Finance,Increasing,High,67976.46,High School,19,4240,7574,97.62,86.36,Brazil,59.51
"Radiographer, diagnostic",Retail,Decreasing,High,54753.77,Bachelors Degree,12,6042,1477,65.3,76.89,Australia,76.91
"Surveyor, building control",Manufacturing,Decreasing,High,47769.04,High School,13,6243,2206,54.92,95.55,USA,65.24
Financial adviser,Education,Increasing,High,68961.85,Associate Degree,13,7089,8429,56.74,60.28,Australia,57.62
"Administrator, charities/voluntary organisations",Education,Decreasing,High,66613.66,Masters Degree,4,7011,6308,63.34,37.35,Australia,73.91
Broadcast journalist,Education,Decreasing,Low,55735.76,PhD,3,4978,5594,68.88,31.77,China,46.54
Clothing/textile technologist,Entertainment,Increasing,Low,64097.14,Masters Degree,2,3696,6249,50.02,41.17,Australia,65.96
Medical technical officer,Entertainment,Decreasing,Low,38402.26,High School,1,4200,6115,56.57,63.17,Australia,44.31
"Scientist, audiological",Entertainment,Increasing,Low,81885.82,Masters Degree,10,141,9819,51.61,44.63,Australia,65.93
Technical sales engineer,Manufacturing,Decreasing,Low,59026.01,High School,17,7579,4249,37.5,76.46,Germany,41.82
Counsellor,Retail,Decreasing,High,57948.77,PhD,2,2463,1838,55.89,69.88,Australia,70.29
Chartered certified accountant,IT,Decreasing,Low,91196.95,PhD,4,6920,4011,87.98,14.31,Australia,68.68
Academic librarian,IT,Increasing,Moderate,122168.62,PhD,19,4081,4869,100,33.54,Germany,77.14
Customer service manager,Transportation,Decreasing,Moderate,65970.48,High School,16,4492,5725,66.76,70.27,Australia,41.37
TEFL teacher,IT,Increasing,Low,84249.28,High School,16,2265,8710,82.36,50.04,Australia,77.07
Academic librarian,IT,Decreasing,Low,70711.09,Masters Degree,2,6146,6497,68.12,60.73,USA,55.69
Historic buildings inspector/conservation officer,IT,Decreasing,Low,111381.64,Bachelors Degree,19,8396,3499,73.37,42.45,China,53.17
Archaeologist,IT,Decreasing,Low,130734.54,PhD,18,8564,1133,100,31.35,UK,67.84
Armed forces operational officer,Entertainment,Decreasing,High,85715.67,Masters Degree,13,5942,5789,39.8,65.16,Australia,46.61
"Designer, industrial/product",IT,Increasing,High,111858.91,Bachelors Degree,18,301,9811,96.15,43.6,China,54.4
Museum/gallery exhibitions officer,Manufacturing,Increasing,Moderate,60992.23,Associate Degree,4,2068,7336,43.52,53.37,Canada,75.36
Air cabin crew,Manufacturing,Decreasing,High,36014.63,High School,7,6489,6364,59.07,95.94,Brazil,51.5
Special effects artist,Transportation,Decreasing,Moderate,101389.44,Masters Degree,19,8715,5376,61.4,46.98,China,53.45
Outdoor activities/education manager,Education,Increasing,High,59713.67,Bachelors Degree,13,5037,8297,58.69,69.16,Canada,21.99
Chartered loss adjuster,Education,Increasing,High,71305.32,Masters Degree,13,1108,3408,42.69,50.88,Brazil,27.59
Higher education careers adviser,Manufacturing,Decreasing,High,60735.19,Bachelors Degree,8,4718,1904,61.56,63.35,USA,55.83
Catering manager,Finance,Decreasing,Moderate,85896.69,Bachelors Degree,11,7829,9528,85.39,68.54,Australia,57.43
Database administrator,Healthcare,Increasing,Low,83484.08,Associate Degree,19,3192,5521,50.07,61.93,China,75.87
"Research officer, political party",Healthcare,Decreasing,Low,58103.98,Associate Degree,9,8402,2254,40.97,60.85,Australia,77.08
Agricultural engineer,Healthcare,Decreasing,Low,83067.94,PhD,2,6032,3662,55.36,26.19,UK,42.05
Chief Operating Officer,Entertainment,Decreasing,Low,39794.48,Associate Degree,5,2407,1448,37.65,57.71,Brazil,70.09
"Merchandiser, retail",Manufacturing,Increasing,Low,71085.67,High School,20,4192,9570,44.95,62.92,USA,44.55
Therapeutic radiographer,Healthcare,Decreasing,Low,91442.9,PhD,8,9465,1655,68.83,34.27,Canada,53.19
Psychotherapist,Transportation,Increasing,High,58546.55,High School,15,5645,7595,28.25,82.12,Germany,20.73
Art therapist,Healthcare,Decreasing,Low,70902.68,High School,20,1446,2038,49.57,61.19,Brazil,42.54
"Engineer, control and instrumentation",Transportation,Decreasing,Moderate,50956.95,Associate Degree,8,3561,3178,44.09,70.77,USA,35.38
Personnel officer,Manufacturing,Decreasing,High,69206.77,Bachelors Degree,4,8591,2695,74.97,58.97,UK,61.85
"Teacher, special educational needs",Manufacturing,Increasing,Low,39990.66,Associate Degree,4,2365,8680,47.23,93.85,Brazil,51.53
Exhibition designer,Manufacturing,Decreasing,High,92673.67,Masters Degree,16,8618,8768,57.74,42.81,Australia,62.91
Outdoor activities/education manager,Finance,Decreasing,Low,92891.93,Associate Degree,18,9730,9185,88.68,57.4,Brazil,23.06
Firefighter,Healthcare,Increasing,Low,55895.81,Associate Degree,5,5067,6926,78.57,58.87,Australia,31.01
Fashion designer,Retail,Decreasing,Moderate,78025.91,PhD,14,8149,9489,67.66,45.99,Canada,20.31
"Engineer, materials",Retail,Increasing,High,71286.25,Masters Degree,7,7496,9271,94.89,45.3,Canada,53.08
Insurance risk surveyor,Transportation,Decreasing,High,57926.27,Bachelors Degree,6,7500,5831,73.29,53.31,UK,33.35
Hospital doctor,Healthcare,Increasing,Moderate,60381.8,High School,8,6876,9360,48.32,63.41,Germany,54.62
Careers adviser,Finance,Decreasing,Low,87376.12,Masters Degree,15,8152,5866,47.88,52.1,Germany,70.38
Cabin crew,Healthcare,Increasing,Low,70478.77,High School,18,2446,5413,38.82,47.23,Canada,60.98
